需求(五级项目),归属小微,一级项目,二级项目,三级项目,四级项目,年度,项目计划开始时间,项目期望交付时间,优先级,作战计划,项目负责人(团队长/链群主）,产品设计人员,计划开发人员,实际开发人员,状态,整体进度,说明,交付模式,AI交付类型,工具使用,项目标签,评估人天(条目法),计划人天(AI交付),计划提效,提效方式,资产化交付工具,缺口人天,缺口预算（元）,预算论证日期,实际人天,交付效率(倍),交付代码行,开发计划(链接),应用S码,涉及应用,供应商,项目类型,资源方案,项目分类,效率基线,效率目标,计划供应商人数,实际供应商人数,业务人员人数,项目资源配比(业务:产品:技术),供应商参与人数,资产析出,析出数量,资产析出一致性,资产析出准确率,资产入库,入库数量,入库准确率,增量生成,增量资产数量,增量资产占比,资产转译,转译准确率,数据回放,数据回放准确率,项目进展,项目风险,参与度(总和为1),入库时间,交付范围,数据来源,手工维护,开发状态(公式),是否逾期,需求大类,需求小类,开发跟进表计划人天,交付评价,更新时间,条目法人天（来自任务）,计划预算(元),创建人,创建人.部门,产品确认结果,父记录 2,创建时间,开发资源是否能按时到位,父记录 3,资产析出一致性 (1),资产析出准确率 (1),资产入库 (1),入库数量 (1),入库准确率 (1),增量生成 (1),增量资产数量 (1),增量资产占比 (1),资产转译 (1),转译准确率 (1),数据回放 (1),数据回放准确率 (1),项目进展 (1),项目风险 (1),参与度(总和为1) (1),入库时间 (1),交付范围 (1),数据来源 (1),手工维护 (1),开发状态(公式) (1),是否逾期 (1),需求大类 (1),需求小类 (1),开发根据表计划人天 (1),交付评价 (1),更新时间 (1),条目法人天（来自任务） (1),计划预算(元) (1),创建人 (1),创建人.部门 (1),产品确认结果 (1),创建时间 (1),开发资源是否能按时到位 (1)
成长发展助理，推荐的课程和岗位，增加点击数据埋点记录,人力数字化,数字化领域赋能,薪委会数字化,发展数字化专项,1260-成长发展助理，推荐的课程和岗位，增加点击数据埋点记录,2026,2026/02/01,2026/02/12,P0,130,李运岭,李运岭,张祎堃,,结项,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/27,非交付与质量中心,,,开发完成,false,,,0.0,,2026/02/25 09:46,0.0,,李运岭,培训发展,,,2026/01/27,,,,,,,,,,,,,,,,,,2026/01/27,非交付与质量中心,,,开发完成,false,,,0.0,,2026/02/25 09:46,0.0,,李运岭,,,2026/01/27,
员工端新增个人规划和加速训练营,人力数字化,数字化领域赋能,薪委会数字化,发展数字化专项,1296-员工端新增个人规划和加速训练营,2026,2026/02/05,2026/02/26,P1,228,宋佳峰,宋佳峰,张祎堃,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/27,非交付与质量中心,,,,false,,,0.0,,2026/02/11 18:06,0.0,,李运岭,培训发展,,,2026/01/27,,,,,,,,,,,,,,,,,,2026/01/27,非交付与质量中心,,,,false,,,0.0,,2026/02/11 18:06,0.0,,李运岭,,,2026/01/27,
海星任务需求（文明宣教片、广播号、TV）,交付与质量中心,数字化领域赋能,文化数字化,海尔人迭代,积分,2026,,2026/02/28,,228,王卫强,,,白士泉,发布,50%,4后续,B类-面向特性交付,Level2 - 会话模式辅助开发,Cursor,文化,20,10,200.00%,,,,,,0.0,,,,S03174,海尔人,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发完成,false,,,12.0,,2026/02/27 18:28,12.0,,王卫强,文化团队,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发完成,false,,,12.0,,2026/02/27 18:28,12.0,,王卫强,,,2026/01/28,
文化云智能体PRD第一期,交付与质量中心,数字化领域赋能,文化数字化,文化云,文化云,2026,2026/03/03,2026/03/12,,330,王卫强,,"程相稳,张旭","程相稳
张旭",开发,72%,24评审。相稳 张旭,B类-面向特性交付,Level2 - 会话模式辅助开发,Cursor,文化,120,90,133.33%,,,,,,16.0,750%,,,S03174,海尔人,,,,,,,,,,:0:2,,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,false,,,39.0,,2026/03/05 10:42,39.0,,王卫强,文化团队,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,false,,,39.0,,2026/03/05 10:42,39.0,,王卫强,,,2026/01/28,
融媒云首页日历组件需求文档,交付与质量中心,数字化领域赋能,文化数字化,融媒云,待办,2026,2026/04/01,2026/04/10,,330,王卫强,,王卫强,,开发设计,,,B类-面向特性交付,Level2 - 会话模式辅助开发,Cursor,文化,20,10,200.00%,,,,,,0.0,,,,S03174,海尔人,,,,,,,,,,:0:1,,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,false,,,0.0,,2026/03/05 10:42,0.0,,王卫强,文化团队,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,false,,,0.0,,2026/03/05 10:42,0.0,,王卫强,,,2026/01/28,
V3.0.16 日报/智能体等体验优化大讨论,交付与质量中心,数字化领域赋能,文化数字化,海尔人迭代,大讨论,2026,,2026/02/28,,228,王卫强,,,"王梅宇
赵清岩",发布,100%,,B类-面向特性交付,Level2 - 会话模式辅助开发,Cursor,文化,20,30,66.67%,,,,,,9.0,222%,,,S03174,海尔人,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发完成,false,,,24.0,,2026/02/27 18:31,24.0,,王卫强,文化团队,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发完成,false,,,24.0,,2026/02/27 18:31,24.0,,王卫强,,,2026/01/28,
1268-导入聘用明细中岗位编码优化,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1268-导入聘用明细中岗位编码优化,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1267- 驳回调用账号中心暂停需求，卡泰驰不执行此操作，卡泰驰点终止的时候才调用账号中心暂停账号,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1267- 驳回调用账号中心暂停需求，卡泰驰不执行此操作，卡泰驰点终止的时候才调用账号中心暂停账号,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1266-驳回创客的创客，共享审核完成后需判断是否调过账号中心并且状态是暂停的，是的话需要二次调用更新为预入职组织,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1266-驳回创客的创客，共享审核完成后需判断是否调过账号中心并且状态是暂停的，是的话需要二次调用更新为预入职组织,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1265-导入聘用明细逻辑优化,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1265-导入聘用明细逻辑优化,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1264-结婚日期校验,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1264-结婚日期校验,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1263-系统繁忙,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1263-系统繁忙,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1249-新增单位调整原因：离职已上线单位→未上线单位增加字段单位调整原因,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1249-新增单位调整原因：离职已上线单位→未上线单位增加字段单位调整原因,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
1247-用人标准前端页面开发（入职（生成电签）+ 用人标准校验报表：1天 通知管理-用人标准：1天 白名单管理：0.5天）,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1247-用人标准前端页面开发（入职（生成电签）+ 用人标准校验报表：1天 通知管理-用人标准：1天 白名单管理：0.5天）,2026,,,,,王世慧,王世慧,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:0,,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,非交付与质量中心,,,,false,,,0.0,,2026/01/28 13:46,0.0,,王世慧,,,2026/01/28,
【差旅助理0130】差旅助理移动端语音识别功能、新增具体地址询问、优化酒店更多方案展示内容、移动端预订出行页开发，包括再次预订、预订成功展示和预订失败的展示,用户与体验中心,,,,,2026,2026/01/19,2026/01/30,P0,130,,,赵扬悦,赵扬悦,开发,100%,,C类-包资源模式,Level2 - 会话模式辅助开发,Cursor,,,,,,,,,,11.0,0%,,,,,,,,,,,,,,:0:1,,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,true,,,28.0,,2026/01/28 15:15,28.0,,王世慧,共享关爱,,,2026/01/28,,,,,,,,,,,,,,,,,,2026/01/28,交付与质量中心,,,开发中,true,,,28.0,,2026/01/28 15:15,28.0,,王世慧,,,2026/01/28,
1269-企业年金接口提供：个人信息查询接口工号、姓名、证件类型、证件号码、性别、出生日期、国籍、手机号码、入集团日期,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1269-企业年金接口提供：个人信息查询接口,2026,2026/01/30,2026/02/12,,228,王世慧,王世慧,尹相波,尹相波,,100%,,,,,,,,,,,,,,1.0,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,3.0,,2026/01/30 10:20,3.0,,王世慧,共享关爱,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,3.0,,2026/01/30 10:20,3.0,,王世慧,,,2026/01/30,
专利助理-专利审查答复,内容与知识中心,AI智能变革,数据→知识体系建设,智能助手,专利助理,2026,2026/02/02,2026/03/31,,330,沈璐璐,沈璐璐,"张丛静,段良涛",张丛静,,53%,,,,,,,,,,,,,,29.0,0%,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,77.0,,2026/01/30 11:34,77.0,,张丛静,文化团队,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,77.0,,2026/01/30 11:34,77.0,,张丛静,,,2026/01/30,
IT技术社区登录优化,内容与知识中心,,,,,2026,2026/02/02,2026/02/02,,228,荣静雯,,张丛静,张丛静,,100%,,,,,,,,,,,,,,1.0,0%,,,,,,,,,,,,,,:0:1,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,2.0,,2026/02/06 16:56,2.0,,张丛静,文化团队,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,2.0,,2026/02/06 16:56,2.0,,张丛静,,,2026/01/30,
数字化资产,,,,,,2026,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,0.0,,2026/01/30 13:36,0.0,,周小帅,文化团队,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,,false,,,0.0,,2026/01/30 13:36,0.0,,周小帅,,,2026/01/30,
海外项目协调，财资项目保障,财资数字化,数字化赋能领域,财资数字化,,海外项目协调，财资项目保障,2026,2026/01/30,2026/02/28,P0,228,庄兴雷,庄兴雷,崔斌,崔斌,,0%,,C类-包资源模式,Level2 - 会话模式辅助开发,Claude+Cursor,,,,,,,,,,20.0,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/30,交付与质量中心,,,,false,,,30.0,,2026/01/30 14:46,30.0,,崔斌,开发团队C,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,交付与质量中心,,,,false,,,30.0,,2026/01/30 14:46,30.0,,崔斌,,,2026/01/30,
立项一票到底、订单一票到底等多个报表增加多维度数据权限控制,财资数字化,,,共享平台能力迭代,云报账能力迭代,2026,2026/01/26,2026/03/31,P0,330,刘晓红,张巍,李凯,李凯,验证,100%,,C类-包资源模式,Level2 - 会话模式辅助开发,Claude+Cursor,财资,,,,,,,,,14.0,0%,,,S03091,云报账,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,暂无,,2026/01/30,交付与质量中心,,,开发完成,false,,,29.0,,2026/03/04 10:34,29.0,,张巍,产业赋能子链群,,,2026/01/30,,,,,,,,,,,,,,,,暂无,,2026/01/30,交付与质量中心,,,开发完成,false,,,29.0,,2026/03/04 10:34,29.0,,张巍,,,2026/01/30,
间接采购调用HBC，由同步调用修改为调用异步接口,财资数字化,,,共享平台能力迭代,云报账能力迭代,2026,2026/01/30,2026/03/31,P0,330,刘晓红,张巍,李凯,李凯,验证,100%,,C类-包资源模式,Level2 - 会话模式辅助开发,Claude+Cursor,财资,,,,,,,,,12.0,0%,,,S03091,云报账,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,暂无,,2026/01/30,交付与质量中心,,,开发完成,false,,,31.0,,2026/03/04 10:34,31.0,,张巍,产业赋能子链群,,,2026/01/30,,,,,,,,,,,,,,,,暂无,,2026/01/30,交付与质量中心,,,开发完成,false,,,31.0,,2026/03/04 10:34,31.0,,张巍,,,2026/01/30,
,人力数字化,,,,,2026,,,,,,,,"赵扬悦
张旭
孙乐磊
孟家男
尹相波
王旭杰
陈震
岳甲戌
刘永胜
孙艳飞
刘孝明
赵红
范双
李洪超
高强
林郭森
李江涛
李乃娇
程珍
姜威
谢凯
赵化烙
李恂
程相稳
李京京
矫宗本
张启栋
吴荣坤",,3896174846654058496%,,,,,,,,,,,,,,195.5,0%,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,暂无,,2026/01/30,非交付与质量中心,,,,false,,,484.0,,2026/01/30 18:35,484.0,,李运岭,培训发展,,,2026/01/30,,,,,,,,,,,,,,,,暂无,,2026/01/30,非交付与质量中心,,,,false,,,484.0,,2026/01/30 18:35,484.0,,李运岭,,,2026/01/30,
组织人才管理数据显示到小微层级,人力数字化,数字化领域赋能,薪委会数字化,发展数字化专项,1259-组织人才管理数据显示到小微层级,2026,2026/02/01,2026/02/26,P1,130,李运岭,李运岭,"张祎堃,李恂",张祎堃,挂起/取消,23%,,,,,,,,,,,,,,5.0,0%,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,挂起/取消,false,,,10.0,,2026/02/09 10:37,10.0,,李运岭,培训发展,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,挂起/取消,false,,,10.0,,2026/02/09 10:37,10.0,,李运岭,,,2026/01/30,
测评中心的报告的数据，通过AI进行解析，数据存入ES,人力数字化,数字化领域赋能,薪委会数字化,发展数字化专项,"1261-测评中心的报告的数据，通过AI进行解析，数据存入ES
",2026,2026/02/01,2026/01/26,P1,130,李运岭,李运岭,张祎堃,"张祎堃
李恂",开发设计,100%,,,,,,,,,,,,,,5.0,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,开发中,true,,,14.0,,2026/01/30 18:40,14.0,,李运岭,培训发展,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,开发中,true,,,14.0,,2026/01/30 18:40,14.0,,李运岭,,,2026/01/30,
人才发展员工端，新需求优化,人力数字化,数字化领域赋能,薪委会数字化,发展数字化专项,"1271-人才发展员工端，新需求优化
",2026,2026/02/01,2026/02/26,P0,130,宋佳峰,宋佳峰,张祎堃,"李恂
张祎堃",开发设计,100%,,,,,,,,,,,,,,1.0,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,开发中,true,,,2.0,,2026/01/30 18:52,2.0,,李运岭,培训发展,,,2026/01/30,,,,,,,,,,,,,,,,,,2026/01/30,非交付与质量中心,,,开发中,true,,,2.0,,2026/01/30 18:52,2.0,,李运岭,,,2026/01/30,
1272-新公司上线白名单功能,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1272-新公司上线白名单功能,2026,,,,,王世慧,王世慧,王剑峰,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 10:28,0.0,,王世慧,共享关爱,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 10:28,0.0,,王世慧,,,2026/02/02,
全流程薪资导入模板里添加年份&作业执行调度的优化,人力数字化,数字化领域赋能,薪委会数字化,薪酬数字化专项,全流程薪资导入模板里添加年份&作业执行调度的优化,2026,,2026/02/05,P0,130,,李莉,王学晗,王学晗,开发,80%,,,,,,,,,,,,,,4.3,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,开发中,true,,,12.0,,2026/02/02 11:10,12.0,,李莉,薪酬时间,,,2026/02/02,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,开发中,true,,,12.0,,2026/02/02 11:10,12.0,,李莉,,,2026/02/02,
项目分类二期需求,人力数字化,数字化领域赋能,薪委会数字化,激励数字化专项,1273-项目分类二期需求,2026,,,,228,,,,孙艳飞,,50%,,,,,,,,,,,,,,1.5,0%,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,4.0,,2026/02/02 11:13,4.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,4.0,,2026/02/02 11:13,4.0,,毕亚蕊,,,2026/02/02,
数据统计相关需求优化,人力数字化,数字化领域赋能,薪委会数字化,激励数字化专项,1274-数据统计相关需求优化,2026,,,,228,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,,,2026/02/02,
以被激励人为索引报表查询优化,人力数字化,数字化领域赋能,薪委会数字化,激励数字化专项,1275-以被激励人为索引报表查询优化,2026,,,,228,,,,孙艳飞,,79%,,,,,,,,,,,,,,0.2,0%,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,1.0,,2026/02/02 11:13,1.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,1.0,,2026/02/02 11:13,1.0,,毕亚蕊,,,2026/02/02,
智家三自人员存在节点公议，其中宫伟换成：孙嘉诚,人力数字化,数字化领域赋能,薪委会数字化,激励数字化专项,1276-智家三自人员存在节点公议，其中宫伟换成：孙嘉诚,2026,,,,228,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,,,2026/02/02,
增加公议状态,人力数字化,数字化领域赋能,薪委会数字化,激励数字化专项,1277-增加公议状态,2026,,,,228,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:0:0,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/02 11:13,0.0,,毕亚蕊,,,2026/02/02,
卡奥斯自动取数功能迁移与升级,人力数字化,薪委会数字化,薪委会数字化,绩效数字化专项,1278-卡奥斯自动取数功能迁移与升级,2026,,,,228,毕亚蕊,毕亚蕊,"刘曰波,王学晗",,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/04 15:28,0.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/04 15:28,0.0,,毕亚蕊,,,2026/02/02,
点值模式增加横纵轴,人力数字化,薪委会数字化,薪委会数字化,绩效数字化专项,1279-点值模式增加横纵轴,2026,,,,228,,毕亚蕊,"刘曰波,王学晗","王学晗
刘曰波",,100%,,,,,,,,,,,,,,14.0,0%,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,,false,,,39.8,,2026/02/04 15:22,39.8,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,,false,,,39.8,,2026/02/04 15:22,39.8,,毕亚蕊,,,2026/02/02,
自助分析上绩效系统,人力数字化,薪委会数字化,薪委会数字化,绩效数字化专项,1280-自助分析上绩效系统,2026,,,,228,,毕亚蕊,"刘曰波,王学晗",,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/25 16:26,0.0,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,,,2026/02/02,非交付与质量中心,,,,false,,,0.0,,2026/02/25 16:26,0.0,,毕亚蕊,,,2026/02/02,
年度问题优化与升级,人力数字化,薪委会数字化,薪委会数字化,绩效数字化专项,1281-年度问题优化与升级,2026,,,,228,,毕亚蕊,"刘曰波,王学晗","王学晗
刘曰波",,100%,,,,,,,,,,,,,,10.0,0%,,,,,,,,,,,,,,:1:2,,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,,false,,,27.6,,2026/02/02 18:21,27.6,,毕亚蕊,规划配置与绩效激励,,,2026/02/02,,,,,,,,,,,,,,,,暂无,,2026/02/02,非交付与质量中心,,,,false,,,27.6,,2026/02/02 18:21,27.6,,毕亚蕊,,,2026/02/02,
机票电子客票行程单-61 增加到进项税计算逻辑,财资数字化,,,共享平台能力迭代,会计引擎能力迭代,2026,2026/02/02,2026/02/03,P0,228,陆立垚,李金明,朱传浩,朱传浩,开发,100%,,C类-包资源模式,,,财资,,,,,,,,,0.5,0%,,,S03220,海尔集团会计引擎,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,暂无,,2026/02/02,交付与质量中心,,,开发中,true,,,3.0,,2026/02/02 14:40,3.0,,李金明,会计数字化子链群,,,2026/02/02,,,,,,,,,,,,,,,,暂无,,2026/02/02,交付与质量中心,,,开发中,true,,,3.0,,2026/02/02 14:40,3.0,,李金明,,,2026/02/02,
会计引擎抛账明细接口要加2个供应商编码供应商名称和2个客户编码客户名称，并且增加相应的标签,财资数字化,,,共享平台能力迭代,会计引擎能力迭代,2026,2026/02/02,2026/02/03,P0,228,陆立垚,李金明,朱传浩,,开发设计,,,C类-包资源模式,,,财资,,,,,,,,,0.0,,,,S03220,海尔集团会计引擎,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/02/04,交付与质量中心,,,开发中,true,,,0.0,,2026/02/04 10:02,0.0,,李金明,会计数字化子链群,,,2026/02/04,,,,,,,,,,,,,,,,,,2026/02/04,交付与质量中心,,,开发中,true,,,0.0,,2026/02/04 10:02,0.0,,李金明,,,2026/02/04,
政策可见范围： ①包括但不限与族群、组织等，对应的人员变化，可见范围同步更新 ②多维度对应的可见范围也同步更新,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1290-政策可见范围： ①包括但不限与族群、组织等，对应的人员变化，可见范围同步更新 ②多维度对应的可见范围也同步更新,2026,,,,330,王世慧,王世慧,刘曰波,刘曰波,,12%,,,,,,,,,,,,,,8.0,0%,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/02/04,非交付与质量中心,,,,false,,,23.0,,2026/02/04 14:10,23.0,,王世慧,共享关爱,,,2026/02/04,,,,,,,,,,,,,,,,,,2026/02/04,非交付与质量中心,,,,false,,,23.0,,2026/02/04 14:10,23.0,,王世慧,,,2026/02/04,
1287-时间管理接入EHR门户的紧急联系人和家庭成员的逻辑优化,人力数字化,数字化领域赋能,薪委会数字化,共享数字化专项,1287-时间管理接入EHR门户的紧急联系人和家庭成员的逻辑优化,2026,,,,,王世慧,王世慧,孙靖杰,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,:1:1,,,,,,,,,,,,,,,,,,,2026/02/04,非交付与质量中心,,,,false,,,0.0,,2026/02/04 14:20,0.0,,王世慧,共享关爱,,,2026/02/04,,,,,,,,,,,,,,,,,,2026/02/04,非交付与质量中心,,,,false,,,0.0,,2026/02/04 14:20,0.0,,王世慧,,,2026/02/04,
